"Graea Hypue GS-P c7-22",-776.46875,-484.5625,13357.09375
"Graea Hypue IX-S d4-196",-842.09375,-508.25,13447.03125
"Graea Hypue KF-W b19-8",-777.40625,-539.34375,13436.5625
"Graea Hypue IX-S d4-266",-844.8125,-573.4375,13461.375
"Graea Hypue JX-S d4-28",-774.25,-529.90625,13430.34375
"Graea Hypue BW-U d3-133",-897.65625,-482.90625,13335.09375
"Graea Hypue FM-U d3-53",-934.03125,-596.4375,13373.34375
"Graea Hypue YP-W d2-297",-842.8125,-470.875,13317.6875
"Graea Hypue KP-Y b17-7",-855.46875,-647.03125,13412.625
"Graea Hypue JY-N c8-69",-824.3125,-469.96875,13401.84375
"Graea Hypue CM-R c6-60",-783.65625,-484.25,13329.75
"Graea Hypue YH-K b12-2",-899.0625,-540.75,13281.875
"Graea Hypue CG-W d2-63",-803.5625,-604.15625,13278
"Graea Hypue IS-Q c6-20",-841,-650.46875,13314.09375
"Graea Hypue FM-U d3-166",-875.875,-655.1875,13348.40625
"Graea Hypue DR-U d3-243",-936.25,-577.59375,13391.0625
"Graea Hypue VK-L c9-5",-811.5625,-636.65625,13422.875
"Graea Hypue AL-W d2-122",-851.96875,-572.84375,13261.75
"Graea Hypue GA-W b19-4",-894.71875,-550.34375,13447.1875
"Graea Hypue HM-U d3-42",-782.90625,-641.78125,13384.34375
"Graea Hypue KS-S d4-105",-835.9375,-626.125,13439.96875
"Graea Hypue NF-X b18-3",-804.28125,-623.75,13433.40625
"Graea Hypue LE-M c9-52",-867.46875,-503.75,13441.53125
"Graea Hypue KY-N c8-31",-762.90625,-500.96875,13388.3125
"Graea Hypue GD-K b12-3",-778.40625,-559.59375,13281.125
"Graea Hypue GM-U d3-147",-805.71875,-647.875,13403.125
"Graea Hypue BW-U d3-193",-920.1875,-496.875,13364.28125
"Graea Hypue FJ-A b17-10",-877.1875,-653.9375,13384.71875
"Graea Hypue DR-U d3-190",-940.625,-573.625,13379.75
"Graea Hypue MP-H b13-9",-892.5625,-634.59375,13312.9375
"Graea Hypue QL-V b19-15",-819.125,-623.34375,13440.4375
"Graea Hypue CX-P c7-45",-850.8125,-461.34375,13340.40625
"Graea Hypue YP-W d2-92",-794.53125,-483.53125,13313
"Graea Hypue OZ-H b13-2",-769.5625,-593.34375,13295.09375
"Graea Hypue UV-E b15-5",-740.1875,-555.9375,13341.15625
"Graea Hypue AC-E b15-7",-778.03125,-641.25,13346.875
"Graea Hypue CG-W d2-119",-842.09375,-598.6875,13266.125
"Graea Hypue CO-A b17-0",-902.5,-641.6875,13378.46875
"Graea Hypue XP-W d2-225",-915.75,-496.6875,13333.34375
"Graea Hypue HJ-A b17-2",-843.71875,-662.9375,13377.28125
"Graea Hypue FX-Q c6-25",-904.53125,-623.46875,13310.28125
"Graea Hypue YP-W d2-151",-814.375,-465.90625,13332.09375
"Graea Hypue XW-L b11-10",-875.78125,-552.78125,13264.90625
"Graea Hypue KL-D b16-5",-934.84375,-517.875,13362.0625
"Graea Hypue HX-S d4-82",-922.5,-571.4375,13424.84375
"Graea Hypue BX-L b11-12",-786.03125,-556.75,13273.40625
"Graea Hypue CG-W d2-20",-825.75,-635.5,13290.59375
"Graea Hypue BX-P c7-24",-865.25,-460.125,13358.28125
"Graea Hypue RC-A b18-1",-913.03125,-500.90625,13406.3125
"Graea Hypue DN-L b11-9",-839.875,-598.4375,13264.46875
"Graea Hypue FC-T d4-218",-870.125,-496.15625,13437.8125
"Graea Hypue DW-U d3-20",-775.8125,-480.40625,13349.71875
"Graea Hypue IX-S d4-206",-803.4375,-517.65625,13449
"Graea Hypue ZA-T c5-52",-795.625,-521.125,13276.53125
"Graea Hypue HX-S d4-267",-905.75,-529.0625,13437.0625
"Graea Hypue DR-U d3-219",-933.03125,-533.875,13402.53125
"Graea Hypue TG-M b11-11",-880,-520.59375,13273.78125
"Graea Hypue CM-R c6-14",-784.5,-491.1875,13307.96875
"Graea Hypue CR-S c5-7",-846.46875,-593.15625,13262.3125
"Graea Hypue CG-W d2-171",-854.65625,-661.3125,13334.46875
"Graea Hypue JX-S d4-114",-752.90625,-575.65625,13417.21875
"Graea Hypue YI-Z b17-15",-936.40625,-569.84375,13403.5625
"Graea Hypue WV-J c10-29",-849.84375,-592,13461.59375
"Graea Hypue HX-S d4-125",-871.3125,-506.9375,13446.21875
"Graea Hypue KY-N c8-67",-759.96875,-502.3125,13393.96875
"Graea Hypue FM-U d3-88",-932.875,-607.09375,13382.21875
"Graea Hypue XN-Y b18-2",-843.71875,-473.5,13419.59375
"Graea Hypue CG-W d2-10",-860.96875,-632,13286.9375
"Graea Hypue YR-K b12-0",-821.40625,-503.15625,13276
"Graea Hypue CG-W d2-142",-805.25,-641.65625,13303.75
"Graea Hypue ED-B b17-8",-739.875,-582,13385.15625
"Graea Hypue JX-S d4-218",-754,-577.21875,13420.125
"Graea Hypue CX-P c7-19",-827.6875,-459.5,13335.65625
"Graea Hypue UK-L c9-25",-859.9375,-634.875,13435.1875
"Graea Hypue ID-P c7-22",-936.53125,-606.0625,13358.125
"Graea Hypue NA-X b18-5",-842.90625,-644.03125,13427.875
"Graea Hypue YP-W d2-268",-811.0625,-475.96875,13306.0625
"Graea Hypue OP-H b13-3",-859.5,-641.53125,13295
"Graea Hypue PZ-H b13-3",-757.6875,-588.59375,13301.25
"Graea Hypue BW-U d3-36",-926.375,-498.875,13352.84375
"Graea Hypue HM-U d3-41",-770.34375,-638.46875,13381.625
"Graea Hypue LZ-G b14-7",-757.21875,-505.40625,13326.46875
"Graea Hypue AL-W d2-218",-837.5,-580.78125,13257.28125
"Graea Hypue YR-K b12-12",-818.59375,-487.125,13288.5625
"Graea Hypue YP-W d2-27",-860.46875,-478.03125,13298.09375
