"Eorl Auwsy LX-Z c27-215",4949.9375,164,20640.125
"Eorl Auwsy SY-Z d13-3743",4932.53125,159.65625,20645.25
"Eorl Auwsy SY-Z d13-3767",4949.125,162.875,20616.28125
"Eorl Auwsy SY-Z d13-5438",4962.96875,135,20631.21875
"Eorl Auwsy VT-Z d13-1939",4977.40625,128.875,20638.25
"Eorl Auwsy SY-Z d13-5371",4944,191.40625,20630.125
"Eorl Auwsy FH-W b57-7",4955.5,138.53125,20673.3125
"Eorl Auwsy SY-Z d13-1557",4935.75,176.4375,20667.90625
"Eorl Auwsy RY-X c28-384",4974.59375,129.90625,20667.09375
"Eorl Auwsy TY-Z d13-2342",4995.3125,151.8125,20667.34375
"Eorl Auwsy PS-B d13-5177",4982.59375,137.84375,20596.46875
"Eorl Auwsy RY-X c28-72",4940.71875,132.375,20689.53125
"Eorl Auwsy HW-N e6-445",4982.09375,165.09375,20591.09375
"Eorl Auwsy VT-Z d13-179",5004.6875,130.96875,20644.8125
"Eorl Auwsy OS-B d13-2778",4963.78125,207.46875,20612.09375
"Eorl Auwsy TY-Z d13-450",4984.09375,159.90625,20690.1875
"Eorl Auwsy TY-Z d13-1973",4987.96875,193.71875,20676.25
